task_id,cash_offer_key,variant_id,store_id,seller_id,source_url,url_type,status,review_status,title_as_seen,notes,active,evidence_verified_at,created_at,updated_at
INSTTASK-1E08BF111266,VAR-20C2A2E42C1D09|EG-013|STORE,VAR-20C2A2E42C1D09,EG-013,,https://btech.com/en/c/small-home-appliances/kettles-coffee-makers/coffee-grinders,صفحة فئة,بانتظار رصد التقسيط,يحتاج اكتشاف رابط المنتج,"Ido Coffee Grinder, 500 milliliter 150 Watt, Silver - GR150-SV",الملفات المرفوعة لا تحتوي خطة تقسيط فعلية لهذا الربط؛ الصف مُنشأ كمهمة جمع.,True,2026-07-30T00:00:00,2026-07-30T00:00:00,2026-07-30T00:00:00
INSTTASK-5B42F8231097,VAR-D7CAE44CADA98D|EG-013|STORE,VAR-D7CAE44CADA98D,EG-013,,https://btech.com/en/c/small-home-appliances/kettles-coffee-makers/coffee-grinders,صفحة فئة,بانتظار رصد التقسيط,يحتاج اكتشاف رابط المنتج,"Ido GR150-WH Coffee Grinder, 500 milliliter 150 Watt, White",الملفات المرفوعة لا تحتوي خطة تقسيط فعلية لهذا الربط؛ الصف مُنشأ كمهمة جمع.,True,2026-07-30T00:00:00,2026-07-30T00:00:00,2026-07-30T00:00:00
INSTTASK-60E77FA1BEB5,VAR-F3F3A9F2A48622|EG-013|STORE,VAR-F3F3A9F2A48622,EG-013,,https://btech.com/en/c/small-home-appliances/kettles-coffee-makers/coffee-grinders,صفحة فئة,بانتظار رصد التقسيط,يحتاج اكتشاف رابط المنتج,"Mediatech Coffee Grinder, 60 gm 150 Watt, Silver - MT-CG904",الملفات المرفوعة لا تحتوي خطة تقسيط فعلية لهذا الربط؛ الصف مُنشأ كمهمة جمع.,True,2026-07-30T00:00:00,2026-07-30T00:00:00,2026-07-30T00:00:00
INSTTASK-D3726515E157,VAR-BFE7FC5E60007C|EG-013|STORE,VAR-BFE7FC5E60007C,EG-013,,https://btech.com/en/c/small-home-appliances/kettles-coffee-makers/coffee-grinders,صفحة فئة,بانتظار رصد التقسيط,يحتاج اكتشاف رابط المنتج,"Mienta Presto Coffee Grinder, 70 gm 150 Watt, Black - CG44235A",الملفات المرفوعة لا تحتوي خطة تقسيط فعلية لهذا الربط؛ الصف مُنشأ كمهمة جمع.,True,2026-07-30T00:00:00,2026-07-30T00:00:00,2026-07-30T00:00:00
INSTTASK-FD50B904A282,VAR-D924DC5877A3E6|EG-013|STORE,VAR-D924DC5877A3E6,EG-013,,https://btech.com/en/c/small-home-appliances/kettles-coffee-makers/coffee-grinders,صفحة فئة,بانتظار رصد التقسيط,يحتاج اكتشاف رابط المنتج,"Sokany Coffee Grinder, 200 gm 800 Watt, Stainless Steel - SK-04033",الملفات المرفوعة لا تحتوي خطة تقسيط فعلية لهذا الربط؛ الصف مُنشأ كمهمة جمع.,True,2026-07-30T00:00:00,2026-07-30T00:00:00,2026-07-30T00:00:00
INSTTASK-FFECA9C3DAA2,VAR-DFCB536E8C7A64|EG-013|STORE,VAR-DFCB536E8C7A64,EG-013,,https://btech.com/en/c/small-home-appliances/kettles-coffee-makers/coffee-grinders,صفحة فئة,بانتظار رصد التقسيط,يحتاج اكتشاف رابط المنتج,"Sokany Coffee Grinder, 300 gm 500 Watt, Silver and Black - SK-156",الملفات المرفوعة لا تحتوي خطة تقسيط فعلية لهذا الربط؛ الصف مُنشأ كمهمة جمع.,True,2026-07-30T00:00:00,2026-07-30T00:00:00,2026-07-30T00:00:00
INSTTASK-B2EC98739CFA,VAR-22A5EA2DA2EDAD|EG-013|STORE,VAR-22A5EA2DA2EDAD,EG-013,,https://btech.com/en/p/ec8818a0-6b24-451e-af6a-df1624e872af,رابط منتج مباشر,بانتظار رصد التقسيط,مهمة جاهزة لأول رصد,,"الملفات المرفوعة لا تحتوي خطة تقسيط فعلية لهذا الربط؛ الصف مُنشأ كمهمة جمع. | Catalogue title: Arshia, 1000 Watt, Black Grey - VC112-3367",True,2026-07-30T00:00:00,2026-07-30T00:00:00,2026-07-30T00:00:00
INSTTASK-1A17C226AC68,VAR-A5D1E0436742E8|EG-013|STORE,VAR-A5D1E0436742E8,EG-013,,https://btech.com/en/p/bissell-featherweight-vacuum-cleaner-2024e,رابط منتج مباشر,بانتظار رصد التقسيط,مهمة جاهزة لأول رصد,,"الملفات المرفوعة لا تحتوي خطة تقسيط فعلية لهذا الربط؛ الصف مُنشأ كمهمة جمع. | Catalogue title: Bissell Featherweight Pro 2 in 1 Stick Vacuum Cleaner, 450 Watt, Black Blue - 2024E",True,2026-07-30T00:00:00,2026-07-30T00:00:00,2026-07-30T00:00:00
INSTTASK-33FE7946D4BA,VAR-5327681E947430|EG-013|STORE,VAR-5327681E947430,EG-013,,https://btech.com/en/p/bissell-spot-clean-vacuum-cleaner-330w-4720e,رابط منتج مباشر,بانتظار رصد التقسيط,مهمة جاهزة لأول رصد,,الملفات المرفوعة لا تحتوي خطة تقسيط فعلية لهذا الربط؛ الصف مُنشأ كمهمة جمع. | Catalogue title: Bissell Spot Clean Bagless Canister Vacuum Cleaner Multi Color - 4720E,True,2026-07-30T00:00:00,2026-07-30T00:00:00,2026-07-30T00:00:00
INSTTASK-0DCC36F1F241,VAR-853D51D9050A34|EG-013|STORE,VAR-853D51D9050A34,EG-013,,https://btech.com/en/p/bosch-series-4-prohygienic-vacuum-cleaner-2200w-white-bgl38whyg,رابط منتج مباشر,بانتظار رصد التقسيط,مهمة جاهزة لأول رصد,,الملفات المرفوعة لا تحتوي خطة تقسيط فعلية لهذا الربط؛ الصف مُنشأ كمهمة جمع. | Catalogue title: Bosch Series 4 ProHygienic Canister Vacuum Cleaner White - BGL38WHYG,True,2026-07-30T00:00:00,2026-07-30T00:00:00,2026-07-30T00:00:00
INSTTASK-0012C42B119B,VAR-A0A979147B79CA|EG-013|STORE,VAR-A0A979147B79CA,EG-013,,https://btech.com/en/p/hoover-vacuum-cleaner-2000w-black-ttela2000bsc,رابط منتج مباشر,بانتظار رصد التقسيط,مهمة جاهزة لأول رصد,,الملفات المرفوعة لا تحتوي خطة تقسيط فعلية لهذا الربط؛ الصف مُنشأ كمهمة جمع. | Catalogue title: Hoover Canister Vacuum Cleaner Black - TTELA2000BSC,True,2026-07-30T00:00:00,2026-07-30T00:00:00,2026-07-30T00:00:00
INSTTASK-32E3A8A05032,VAR-9FF7C88276206A|EG-013|STORE,VAR-9FF7C88276206A,EG-013,,https://btech.com/en/p/lg-bagless-vacuum-cleaner-2000w-vc5420nntb,رابط منتج مباشر,بانتظار رصد التقسيط,مهمة جاهزة لأول رصد,,الملفات المرفوعة لا تحتوي خطة تقسيط فعلية لهذا الربط؛ الصف مُنشأ كمهمة جمع. | Catalogue title: LG Canister Vacuum Cleaner Blue - VC5420NNTB,True,2026-07-30T00:00:00,2026-07-30T00:00:00,2026-07-30T00:00:00
INSTTASK-78DEC1C88AAA,VAR-87090C31FB11FB|EG-013|STORE,VAR-87090C31FB11FB,EG-013,,https://btech.com/en/p/lg-bagless-vacuum-cleaner-2000w-vc5420nntr,رابط منتج مباشر,بانتظار رصد التقسيط,مهمة جاهزة لأول رصد,,الملفات المرفوعة لا تحتوي خطة تقسيط فعلية لهذا الربط؛ الصف مُنشأ كمهمة جمع. | Catalogue title: LG Bagless Canister Vacuum Cleaner Red - VC5420NNTR,True,2026-07-30T00:00:00,2026-07-30T00:00:00,2026-07-30T00:00:00
INSTTASK-D1202B8C6C2E,VAR-B8DA8470B2153C|EG-013|STORE,VAR-B8DA8470B2153C,EG-013,,https://btech.com/en/p/panasonic-bagged-vacuum-cleaner-mccg713-2000w,رابط منتج مباشر,بانتظار رصد التقسيط,مهمة جاهزة لأول رصد,,الملفات المرفوعة لا تحتوي خطة تقسيط فعلية لهذا الربط؛ الصف مُنشأ كمهمة جمع. | Catalogue title: Panasonic Bagged Canister Vacuum Cleaner Red - MC-CG713,True,2026-07-30T00:00:00,2026-07-30T00:00:00,2026-07-30T00:00:00
INSTTASK-B42A20A0E827,VAR-2EDD931803A18C|EG-013|STORE,VAR-2EDD931803A18C,EG-013,,https://btech.com/en/p/panasonic-bagless-vacuum-cleaner-2000w-mc-cl605,رابط منتج مباشر,بانتظار رصد التقسيط,مهمة جاهزة لأول رصد,,الملفات المرفوعة لا تحتوي خطة تقسيط فعلية لهذا الربط؛ الصف مُنشأ كمهمة جمع. | Catalogue title: Panasonic Bagless Canister Vacuum Cleaner Black - MC-CL605,True,2026-07-30T00:00:00,2026-07-30T00:00:00,2026-07-30T00:00:00
INSTTASK-DEFB6E3EB8CC,VAR-D9A665FC0497A3|EG-013|STORE,VAR-D9A665FC0497A3,EG-013,,https://btech.com/en/p/panasonic-drum-vacuum-cleaner-mc-yl635-t747,رابط منتج مباشر,بانتظار رصد التقسيط,مهمة جاهزة لأول رصد,,"الملفات المرفوعة لا تحتوي خطة تقسيط فعلية لهذا الربط؛ الصف مُنشأ كمهمة جمع. | Catalogue title: Panasonic Drum Vacuum Cleaner, Black - MC-YL635 T747",True,2026-07-30T00:00:00,2026-07-30T00:00:00,2026-07-30T00:00:00
INSTTASK-CD220345F4A2,VAR-67551EED322002|EG-013|STORE,VAR-67551EED322002,EG-013,,https://btech.com/en/p/samsung-bagged-vacuum-cleaner-2000-watt-blue-vc20m2510wb,رابط منتج مباشر,بانتظار رصد التقسيط,مهمة جاهزة لأول رصد,,الملفات المرفوعة لا تحتوي خطة تقسيط فعلية لهذا الربط؛ الصف مُنشأ كمهمة جمع. | Catalogue title: Samsung Canister Vacuum Cleaner Blue - VC20M2510WB,True,2026-07-30T00:00:00,2026-07-30T00:00:00,2026-07-30T00:00:00
INSTTASK-60E3B80CD098,VAR-C9288A86BF2B48|EG-013|STORE,VAR-C9288A86BF2B48,EG-013,,https://btech.com/en/p/samsung-bagless-vacuum-cleaner-vcc4540s36,رابط منتج مباشر,بانتظار رصد التقسيط,مهمة جاهزة لأول رصد,,الملفات المرفوعة لا تحتوي خطة تقسيط فعلية لهذا الربط؛ الصف مُنشأ كمهمة جمع. | Catalogue title: Samsung AirTrack Canister Vacuum Cleaner Blue Black - VCC4540S36,True,2026-07-30T00:00:00,2026-07-30T00:00:00,2026-07-30T00:00:00
INSTTASK-82E445128675,VAR-5A093BD3A06EA9|EG-013|STORE,VAR-5A093BD3A06EA9,EG-013,,https://btech.com/en/p/6f89094d-fc00-4333-a211-cc3312e9027c,رابط منتج مباشر,بانتظار رصد التقسيط,مهمة جاهزة لأول رصد,,"الملفات المرفوعة لا تحتوي خطة تقسيط فعلية لهذا الربط؛ الصف مُنشأ كمهمة جمع. | Catalogue title: Sokany Steam Cleaner, 3500 Watt, White Black - SK-13082",True,2026-07-30T00:00:00,2026-07-30T00:00:00,2026-07-30T00:00:00
INSTTASK-56E904B1B267,VAR-943B5676F4F955|EG-079|STORE,VAR-943B5676F4F955,EG-079,,https://www.zahranstores.com/en/tefal-compact-power-vacuum-cleaner-bagless-750w-black-and-blue-tw3751eg,Sitemap/قائمة روابط,بانتظار رصد التقسيط,يحتاج تأكيد صفحة المنتج,,الملفات المرفوعة لا تحتوي خطة تقسيط فعلية لهذا الربط؛ الصف مُنشأ كمهمة جمع. | Exact product URL in Zahran Stores public sitemap; stock not asserted,True,2026-07-30T00:00:00,2026-07-30T00:00:00,2026-07-30T00:00:00
INSTTASK-4C26885259DC,VAR-16C86B08AB797C|EG-079|STORE,VAR-16C86B08AB797C,EG-079,,https://www.zahranstores.com/en/tefal-extent-power-vacuum-cleaner-bagless-890w-black-and-white-tw4835eg,Sitemap/قائمة روابط,بانتظار رصد التقسيط,يحتاج تأكيد صفحة المنتج,,الملفات المرفوعة لا تحتوي خطة تقسيط فعلية لهذا الربط؛ الصف مُنشأ كمهمة جمع. | Exact product URL in Zahran Stores public sitemap; stock not asserted,True,2026-07-30T00:00:00,2026-07-30T00:00:00,2026-07-30T00:00:00
INSTTASK-529239273D32,VAR-65931A8DCE3F9E|EG-079|STORE,VAR-65931A8DCE3F9E,EG-079,,https://www.zahranstores.com/en/tefal-x-force-handstick-vacuum-cleaner-250w-45min-animal-care-ty2079wo,Sitemap/قائمة روابط,بانتظار رصد التقسيط,يحتاج تأكيد صفحة المنتج,,الملفات المرفوعة لا تحتوي خطة تقسيط فعلية لهذا الربط؛ الصف مُنشأ كمهمة جمع. | Exact product URL in Zahran Stores public sitemap; stock not asserted,True,2026-07-30T00:00:00,2026-07-30T00:00:00,2026-07-30T00:00:00
INSTTASK-AE72EF77D9AE,VAR-F772E1F9D9F5E9|EG-013|STORE,VAR-F772E1F9D9F5E9,EG-013,,https://btech.com/en/p/e904b9fb-8dff-4319-bf6a-ce3a0d12897e,رابط منتج مباشر,بانتظار رصد التقسيط,مهمة جاهزة لأول رصد,,"الملفات المرفوعة لا تحتوي خطة تقسيط فعلية لهذا الربط؛ الصف مُنشأ كمهمة جمع. | Catalogue title: Tefal X-PERT Cordless Stick Vacuum Cleaner, 140 Watt, Black Silver - TY6A35EG",True,2026-07-30T00:00:00,2026-07-30T00:00:00,2026-07-30T00:00:00
INSTTASK-136D094EFAED,VAR-1AE723AC066BBA|EG-079|STORE,VAR-F772E1F9D9F5E9,EG-079,,https://www.zahranstores.com/en/tefal-x-pert-760-handstick-vacuum-cleaner-140w-044l-45min-ultra-lightweight-ty6a35eg,Sitemap/قائمة روابط,بانتظار رصد التقسيط,يحتاج تأكيد صفحة المنتج,,الملفات المرفوعة لا تحتوي خطة تقسيط فعلية لهذا الربط؛ الصف مُنشأ كمهمة جمع. | Exact product URL in Zahran Stores public sitemap; stock not asserted,True,2026-07-30T00:00:00,2026-07-30T00:00:00,2026-07-30T00:00:00
INSTTASK-0F68EB5BEA40,VAR-F13FFDA1F5A76E|EG-013|STORE,VAR-F13FFDA1F5A76E,EG-013,,https://btech.com/en/p/tornado-canister-vacuum-cleaner-1800w-black-maroon-tvc1800md,رابط منتج مباشر,بانتظار رصد التقسيط,مهمة جاهزة لأول رصد,,الملفات المرفوعة لا تحتوي خطة تقسيط فعلية لهذا الربط؛ الصف مُنشأ كمهمة جمع. | Catalogue title: Tornado Bagged Canister Vacuum Cleaner Black Maroon - TVC-1800MD,True,2026-07-30T00:00:00,2026-07-30T00:00:00,2026-07-30T00:00:00
INSTTASK-8DFC02FE88AF,VAR-E18EF536771264|EG-013|STORE,VAR-E18EF536771264,EG-013,,https://btech.com/en/p/727ec358-26d3-4f74-9180-abc07d25f115,رابط منتج مباشر,بانتظار رصد التقسيط,مهمة جاهزة لأول رصد,,الملفات المرفوعة لا تحتوي خطة تقسيط فعلية لهذا الربط؛ الصف مُنشأ كمهمة جمع. | Catalogue title: Tornado Bagged Canister Vacuum Cleaner Grey - TVC-180SG,True,2026-07-30T00:00:00,2026-07-30T00:00:00,2026-07-30T00:00:00
INSTTASK-2CA347125002,VAR-9C5BE20458CEC8|EG-013|STORE,VAR-9C5BE20458CEC8,EG-013,,https://btech.com/en/p/ac426585-10d9-4dec-b2c9-ae215a3737ac,رابط منتج مباشر,بانتظار رصد التقسيط,مهمة جاهزة لأول رصد,,الملفات المرفوعة لا تحتوي خطة تقسيط فعلية لهذا الربط؛ الصف مُنشأ كمهمة جمع. | Catalogue title: Toshiba Bagless Canister Vacuum Cleaner Black - VC-BL200 (B),True,2026-07-30T00:00:00,2026-07-30T00:00:00,2026-07-30T00:00:00
INSTTASK-A75DA072857A,VAR-40DC2A11EBE368|EG-013|STORE,VAR-40DC2A11EBE368,EG-013,,https://btech.com/en/p/toshiba-vacuum-cleaner-1600-watt-red-vc-ea1600se,رابط منتج مباشر,بانتظار رصد التقسيط,مهمة جاهزة لأول رصد,,الملفات المرفوعة لا تحتوي خطة تقسيط فعلية لهذا الربط؛ الصف مُنشأ كمهمة جمع. | Catalogue title: Toshiba Canister Vacuum Cleaner Red - VC-EA1600SE,True,2026-07-30T00:00:00,2026-07-30T00:00:00,2026-07-30T00:00:00
INSTTASK-27390A52B55C,VAR-9E6CF2049EDA43|EG-013|STORE,VAR-9E6CF2049EDA43,EG-013,,https://btech.com/en/p/b0e084d8-55f5-4fd9-98d4-5aee24e769ae,رابط منتج مباشر,بانتظار رصد التقسيط,مهمة جاهزة لأول رصد,,"الملفات المرفوعة لا تحتوي خطة تقسيط فعلية لهذا الربط؛ الصف مُنشأ كمهمة جمع. | Catalogue title: Touch El Zenouki Turbine Plus Drum Vacuum Cleaner, Silver - 40808, free chopper gift 700 Watt",True,2026-07-30T00:00:00,2026-07-30T00:00:00,2026-07-30T00:00:00
INSTTASK-084B6E27552D,VAR-7F0E047F66226F|EG-013|STORE,VAR-7F0E047F66226F,EG-013,,https://btech.com/en/c/small-home-appliances/irons,صفحة فئة,بانتظار رصد التقسيط,يحتاج اكتشاف رابط المنتج,"Beko Garment Steamer, 230 milliliter, 1600 Watt, Black - STM 4116 B",الملفات المرفوعة لا تحتوي خطة تقسيط فعلية لهذا الربط؛ الصف مُنشأ كمهمة جمع.,True,2026-07-30T00:00:00,2026-07-30T00:00:00,2026-07-30T00:00:00
INSTTASK-BF40E64D9210,VAR-340B0DD1AB7B7B|EG-013|STORE,VAR-340B0DD1AB7B7B,EG-013,,https://btech.com/en/c/small-home-appliances/irons,صفحة فئة,بانتظار رصد التقسيط,يحتاج اكتشاف رابط المنتج,"Black + Decker Garment Steamer, 1.5 Liter, 2400 Watt, White - GST2400-B5",الملفات المرفوعة لا تحتوي خطة تقسيط فعلية لهذا الربط؛ الصف مُنشأ كمهمة جمع.,True,2026-07-30T00:00:00,2026-07-30T00:00:00,2026-07-30T00:00:00
INSTTASK-67E4D4B0B5D5,VAR-39086BB1EEEA7D|EG-013|STORE,VAR-39086BB1EEEA7D,EG-013,,https://btech.com/en/c/small-home-appliances/irons,صفحة فئة,بانتظار رصد التقسيط,يحتاج اكتشاف رابط المنتج,"Black + Decker Electricity Handheld Iron, 1500 Watt Purple - HST1500-B5",الملفات المرفوعة لا تحتوي خطة تقسيط فعلية لهذا الربط؛ الصف مُنشأ كمهمة جمع.,True,2026-07-30T00:00:00,2026-07-30T00:00:00,2026-07-30T00:00:00
INSTTASK-B25221035B65,VAR-34F6349B1FCF02|EG-013|STORE,VAR-34F6349B1FCF02,EG-013,,https://btech.com/en/c/small-home-appliances/irons,صفحة فئة,بانتظار رصد التقسيط,يحتاج اكتشاف رابط المنتج,"Braun TeXStyle 1 Steam Iron, 2000 Watt, White Blue - SI 1050",الملفات المرفوعة لا تحتوي خطة تقسيط فعلية لهذا الربط؛ الصف مُنشأ كمهمة جمع.,True,2026-07-30T00:00:00,2026-07-30T00:00:00,2026-07-30T00:00:00
INSTTASK-244D20CE0701,VAR-66B84D5C17B88F|EG-013|STORE,VAR-66B84D5C17B88F,EG-013,,https://btech.com/en/c/small-home-appliances/irons,صفحة فئة,بانتظار رصد التقسيط,يحتاج اكتشاف رابط المنتج,"Braun TexStyle 1 Steam Iron, 2000 Watt, Black Pink - Si1070",الملفات المرفوعة لا تحتوي خطة تقسيط فعلية لهذا الربط؛ الصف مُنشأ كمهمة جمع.,True,2026-07-30T00:00:00,2026-07-30T00:00:00,2026-07-30T00:00:00
INSTTASK-9C2181F9B8DF,VAR-214E70AF6ED96C|EG-013|STORE,VAR-214E70AF6ED96C,EG-013,,https://btech.com/en/c/small-home-appliances/irons,صفحة فئة,بانتظار رصد التقسيط,يحتاج اكتشاف رابط المنتج,"Kenwood Steam Iron, 2000 Watt, Purple - STP46000WP",الملفات المرفوعة لا تحتوي خطة تقسيط فعلية لهذا الربط؛ الصف مُنشأ كمهمة جمع.,True,2026-07-30T00:00:00,2026-07-30T00:00:00,2026-07-30T00:00:00
INSTTASK-82ADC18D61AC,VAR-37201787E44870|EG-013|STORE,VAR-37201787E44870,EG-013,,https://btech.com/en/c/small-home-appliances/irons,صفحة فئة,بانتظار رصد التقسيط,يحتاج اكتشاف رابط المنتج,"Mienta Steam Iron, 2400 Watt, Black - SI181640A",الملفات المرفوعة لا تحتوي خطة تقسيط فعلية لهذا الربط؛ الصف مُنشأ كمهمة جمع.,True,2026-07-30T00:00:00,2026-07-30T00:00:00,2026-07-30T00:00:00
INSTTASK-7457A36EA412,VAR-C02691C3928DE2|EG-013|STORE,VAR-C02691C3928DE2,EG-013,,https://btech.com/en/c/small-home-appliances/irons,صفحة فئة,بانتظار رصد التقسيط,يحتاج اكتشاف رابط المنتج,"Panasonic Steam Iron, 2400 Watt, White Violet - NI-S530VTD",الملفات المرفوعة لا تحتوي خطة تقسيط فعلية لهذا الربط؛ الصف مُنشأ كمهمة جمع.,True,2026-07-30T00:00:00,2026-07-30T00:00:00,2026-07-30T00:00:00
INSTTASK-46B2472D3DF5,VAR-6726225E609E26|EG-013|STORE,VAR-6726225E609E26,EG-013,,https://btech.com/en/c/small-home-appliances/irons,صفحة فئة,بانتظار رصد التقسيط,يحتاج اكتشاف رابط المنتج,"Philips Steam Iron, 1800 Watt, White Purple - DST1020-30",الملفات المرفوعة لا تحتوي خطة تقسيط فعلية لهذا الربط؛ الصف مُنشأ كمهمة جمع.,True,2026-07-30T00:00:00,2026-07-30T00:00:00,2026-07-30T00:00:00
INSTTASK-C99D48FF0680,VAR-5EBA1B5212D475|EG-013|STORE,VAR-5EBA1B5212D475,EG-013,,https://btech.com/en/c/small-home-appliances/irons,صفحة فئة,بانتظار رصد التقسيط,يحتاج اكتشاف رابط المنتج,"Taurus Itaca 2200 Steam Iron, 2200 Watt, Black White",الملفات المرفوعة لا تحتوي خطة تقسيط فعلية لهذا الربط؛ الصف مُنشأ كمهمة جمع.,True,2026-07-30T00:00:00,2026-07-30T00:00:00,2026-07-30T00:00:00
INSTTASK-02A81A30B145,VAR-76B67D80A6AEEC|EG-013|STORE,VAR-76B67D80A6AEEC,EG-013,,https://btech.com/en/c/small-home-appliances/irons,صفحة فئة,بانتظار رصد التقسيط,يحتاج اكتشاف رابط المنتج,"Taurus Sliding Care Compact Electric Handheld Steam Iron, 1600 Watt Blue",الملفات المرفوعة لا تحتوي خطة تقسيط فعلية لهذا الربط؛ الصف مُنشأ كمهمة جمع.,True,2026-07-30T00:00:00,2026-07-30T00:00:00,2026-07-30T00:00:00
INSTTASK-074807F8A68C,VAR-CF608D463564F0|EG-079|STORE,VAR-CF608D463564F0,EG-079,,https://www.zahranstores.com/en/tefal-steam-iron-express-steam-2200-w-blue-boreal-fv2831e2-2329,Sitemap/قائمة روابط,بانتظار رصد التقسيط,يحتاج تأكيد صفحة المنتج,,الملفات المرفوعة لا تحتوي خطة تقسيط فعلية لهذا الربط؛ الصف مُنشأ كمهمة جمع. | Exact product URL in Zahran Stores public sitemap; stock not asserted,True,2026-07-30T00:00:00,2026-07-30T00:00:00,2026-07-30T00:00:00
INSTTASK-D477B20FE3B2,VAR-8FF7F23D7B7D62|EG-013|STORE,VAR-CF608D463564F0,EG-013,,https://btech.com/en/c/small-home-appliances/irons,صفحة فئة,بانتظار رصد التقسيط,يحتاج اكتشاف رابط المنتج,"Tefal Express Steam Steam Iron, 2200 Watt, White Blue - FV2831E2",الملفات المرفوعة لا تحتوي خطة تقسيط فعلية لهذا الربط؛ الصف مُنشأ كمهمة جمع.,True,2026-07-30T00:00:00,2026-07-30T00:00:00,2026-07-30T00:00:00
INSTTASK-B0E0E0EFBAD6,VAR-F5E6853D8AA772|EG-079|STORE,VAR-F5E6853D8AA772,EG-079,,https://www.zahranstores.com/en/tefal-steam-iron-express-steam-plus-2400-w-port-royal-fv2844e2-2330,Sitemap/قائمة روابط,بانتظار رصد التقسيط,يحتاج تأكيد صفحة المنتج,,الملفات المرفوعة لا تحتوي خطة تقسيط فعلية لهذا الربط؛ الصف مُنشأ كمهمة جمع. | Exact product URL in Zahran Stores public sitemap; stock not asserted,True,2026-07-30T00:00:00,2026-07-30T00:00:00,2026-07-30T00:00:00
INSTTASK-9ABFA9F01DC3,VAR-15F8FB3380CB00|EG-079|STORE,VAR-15F8FB3380CB00,EG-079,,https://www.zahranstores.com/en/tefal-easygliss-plus-steam-iron-2700-watt-blue-fv5751e0-2232,Sitemap/قائمة روابط,بانتظار رصد التقسيط,يحتاج تأكيد صفحة المنتج,,الملفات المرفوعة لا تحتوي خطة تقسيط فعلية لهذا الربط؛ الصف مُنشأ كمهمة جمع. | Exact product URL in Zahran Stores public sitemap; stock not asserted,True,2026-07-30T00:00:00,2026-07-30T00:00:00,2026-07-30T00:00:00
INSTTASK-1FF94A81EF8A,VAR-80DE4C250FFB37|EG-013|STORE,VAR-15F8FB3380CB00,EG-013,,https://btech.com/en/c/small-home-appliances/irons,صفحة فئة,بانتظار رصد التقسيط,يحتاج اكتشاف رابط المنتج,"Tefal EasyGliss Steam Iron, 2700 Watt, Blue White - FV5751E0",الملفات المرفوعة لا تحتوي خطة تقسيط فعلية لهذا الربط؛ الصف مُنشأ كمهمة جمع.,True,2026-07-30T00:00:00,2026-07-30T00:00:00,2026-07-30T00:00:00
INSTTASK-E0F6A153C27F,VAR-9DCA3C7E83BF7D|EG-079|STORE,VAR-9DCA3C7E83BF7D,EG-079,,https://www.zahranstores.com/en/tefal-easygliss-plus-steam-iron-2700-watt-blue-fv5751e2-2259,Sitemap/قائمة روابط,بانتظار رصد التقسيط,يحتاج تأكيد صفحة المنتج,,الملفات المرفوعة لا تحتوي خطة تقسيط فعلية لهذا الربط؛ الصف مُنشأ كمهمة جمع. | Exact product URL in Zahran Stores public sitemap; stock not asserted,True,2026-07-30T00:00:00,2026-07-30T00:00:00,2026-07-30T00:00:00
INSTTASK-5958D2C47252,VAR-AE05ED503CB730|EG-079|STORE,VAR-AE05ED503CB730,EG-079,,https://www.zahranstores.com/en/tefal-steam-iron-ultragliss-plus-2800w-50-g-minute-black-fv6832e0-1088,Sitemap/قائمة روابط,بانتظار رصد التقسيط,يحتاج تأكيد صفحة المنتج,,الملفات المرفوعة لا تحتوي خطة تقسيط فعلية لهذا الربط؛ الصف مُنشأ كمهمة جمع. | Exact product URL in Zahran Stores public sitemap; stock not asserted,True,2026-07-30T00:00:00,2026-07-30T00:00:00,2026-07-30T00:00:00
INSTTASK-4D68C7121CDE,VAR-F175C844AF024C|EG-079|STORE,VAR-F175C844AF024C,EG-079,,https://www.zahranstores.com/en/tefal-puregliss-iron-steamer-3000w-280-gmin-calc-collector-auto-off-fv8082e0,Sitemap/قائمة روابط,بانتظار رصد التقسيط,يحتاج تأكيد صفحة المنتج,,الملفات المرفوعة لا تحتوي خطة تقسيط فعلية لهذا الربط؛ الصف مُنشأ كمهمة جمع. | Exact product URL in Zahran Stores public sitemap; stock not asserted,True,2026-07-30T00:00:00,2026-07-30T00:00:00,2026-07-30T00:00:00
INSTTASK-02F4DFA39F2E,VAR-A3AB155DF76B2E|EG-013|STORE,VAR-A3AB155DF76B2E,EG-013,,https://btech.com/en/c/small-home-appliances/irons,صفحة فئة,بانتظار رصد التقسيط,يحتاج اكتشاف رابط المنتج,"Tefal Pro Style Garment Steamer, 1.5 Liter, 2000 Watt, Black - IT3480",الملفات المرفوعة لا تحتوي خطة تقسيط فعلية لهذا الربط؛ الصف مُنشأ كمهمة جمع.,True,2026-07-30T00:00:00,2026-07-30T00:00:00,2026-07-30T00:00:00
INSTTASK-392BC3EB5838,VAR-486D13FD8A3D00|EG-013|STORE,VAR-486D13FD8A3D00,EG-013,,https://btech.com/en/c/small-home-appliances/irons,صفحة فئة,بانتظار رصد التقسيط,يحتاج اكتشاف رابط المنتج,"Tefal IXEO POWER Garment Steamer, 1.1 Liter, 2170 Watt, Black Gold - QT2020E0",الملفات المرفوعة لا تحتوي خطة تقسيط فعلية لهذا الربط؛ الصف مُنشأ كمهمة جمع.,True,2026-07-30T00:00:00,2026-07-30T00:00:00,2026-07-30T00:00:00
