store_id,name,base_url,primary_category,coverage_categories,store_type,public_price_status,online_purchase,priority,verification_confidence,registry_status,integration_difficulty,current_mapping_count,ready_mapping_count,file_link_status,active
EG-117,Bloom Pharmacy,https://www.bloompharmacy.com/,الصيدليات والصحة,الصيدليات والصحة,صيدلية/متجر متخصص,ظاهر علنًا,نعم,P1,A,نشط,متوسطة,0,0,بانتظار اكتشاف روابط المنتجات,True
EG-118,Aseer Alkotb,https://www.aseeralkotb.com/en,الكتب والقرطاسية,الكتب والقرطاسية,ناشر/سلسلة متخصصة,ظاهر/جزئي,نعم,P1,B,نشط,متوسطة,0,0,بانتظار اكتشاف روابط المنتجات,True
EG-119,Diwan Bookstore,https://diwanegypt.com/,الكتب والقرطاسية,الكتب والقرطاسية,سلسلة متخصصة,ظاهر علنًا,نعم,P1,A,نشط,متوسطة,0,0,بانتظار اكتشاف روابط المنتجات,True
EG-120,Samir & Aly,https://samirandaly.com/en,الكتب والقرطاسية,الكتب والقرطاسية,سلسلة متخصصة,كتالوج/سعر غير مكتمل التحقق,نعم/جزئي,P1,B,نشط,مرتفعة,0,0,بانتظار اكتشاف روابط المنتجات,True
EG-121,Shorouk Bookstores,https://www.shoroukbookstores.com/,الكتب والقرطاسية,الكتب والقرطاسية,سلسلة متخصصة,كتالوج/سعر غير مكتمل التحقق,نعم/جزئي,P1,B,نشط,مرتفعة,0,0,بانتظار اكتشاف روابط المنتجات,True
EG-122,Alfrensia,https://alfrensia.com/en/shop,الكمبيوتر واللابتوب,الكمبيوتر واللابتوب,متجر متخصص,ظاهر علنًا,نعم,P1,A,نشط,متوسطة,0,0,بانتظار اكتشاف روابط المنتجات,True
EG-123,Baraka Computer,https://barakacomputer.net/,الكمبيوتر واللابتوب,الكمبيوتر واللابتوب,متجر متخصص,ظاهر علنًا,نعم,P1,A,نشط,متوسطة,0,0,بانتظار اكتشاف روابط المنتجات,True
EG-124,Compumarts,https://www.compumarts.com/,الكمبيوتر واللابتوب,الكمبيوتر واللابتوب,سلسلة متخصصة,ظاهر علنًا,نعم,P1,A,نشط,متوسطة,25,25,مربوط بمنتجات,True
EG-125,ECC,https://ecc-alex.com/,الكمبيوتر واللابتوب,الكمبيوتر واللابتوب,سلسلة متخصصة,ظاهر علنًا,نعم,P1,A,نشط,متوسطة,0,0,بانتظار اكتشاف روابط المنتجات,True
EG-126,Egypt Laptop,https://egyptlaptop.com/,الكمبيوتر واللابتوب,الكمبيوتر واللابتوب,متجر متخصص,ظاهر علنًا,نعم,P1,A,نشط,متوسطة,0,0,بانتظار اكتشاف روابط المنتجات,True
EG-127,ElBadr Group,https://elbadrgroupeg.store/,الكمبيوتر واللابتوب,الكمبيوتر واللابتوب,متجر متخصص,ظاهر علنًا,نعم,P1,A,نشط,متوسطة,12,12,مربوط بمنتجات,True
EG-128,Elnekhely Technology,https://www.elnekhelytechnology.com/,الكمبيوتر واللابتوب,الكمبيوتر واللابتوب,سلسلة متخصصة,ظاهر علنًا,نعم,P1,A,نشط,متوسطة,0,0,بانتظار اكتشاف روابط المنتجات,True
EG-129,Maximum Hardware,https://maximumhardware.store/,الكمبيوتر واللابتوب,الكمبيوتر واللابتوب,متجر متخصص,ظاهر علنًا,نعم,P1,A,نشط,متوسطة,0,0,بانتظار اكتشاف روابط المنتجات,True
EG-130,Quality Egypt,https://www.qualityeg.com/,الكمبيوتر واللابتوب,الكمبيوتر واللابتوب,متجر متخصص,ظاهر علنًا,نعم,P1,A,نشط,متوسطة,0,0,بانتظار اكتشاف روابط المنتجات,True
EG-131,MobileMasr,https://mobilemasr.com/en,الموبايلات والتابلت,الموبايلات والتابلت,سوق متخصص,ظاهر علنًا,نعم,P1,A,نشط,متوسطة,0,0,بانتظار اكتشاف روابط المنتجات,True
EG-132,Tradeline Stores,https://www.tradelinestores.com/,الموبايلات والتابلت,الموبايلات والتابلت,موزع معتمد/سلسلة,ظاهر علنًا,نعم,P1,A,نشط,متوسطة,0,0,بانتظار اكتشاف روابط المنتجات,True
EG-133,ALDO Egypt,https://aldoshoes.com.eg/,موضة وأحذية,موضة وأحذية,علامة مباشرة/سلسلة,ظاهر علنًا,نعم,P1,A,نشط,متوسطة,0,0,بانتظار اكتشاف روابط المنتجات,True
EG-134,Bershka Egypt,https://www.bershka.com/eg,موضة وأحذية,موضة وأحذية,علامة مباشرة/سلسلة,ظاهر علنًا,نعم,P1,A,نشط,متوسطة,0,0,بانتظار اكتشاف روابط المنتجات,True
EG-135,Concrete,https://concrete.store/?default_lang=en,موضة وأحذية,موضة وأحذية,علامة مباشرة/سلسلة,ظاهر علنًا,نعم,P1,A,نشط,متوسطة,0,0,بانتظار اكتشاف روابط المنتجات,True
EG-136,Cottonil Online,https://www.cottonilonline.com/,موضة وأحذية,موضة وأحذية,علامة مباشرة,ظاهر علنًا,نعم,P1,A,نشط,متوسطة,0,0,بانتظار اكتشاف روابط المنتجات,True
EG-137,DeFacto Egypt,https://www.defacto.com.eg/en-eg,موضة وأحذية,موضة وأحذية,علامة مباشرة/سلسلة,ظاهر علنًا,نعم,P1,A,نشط,متوسطة,0,0,بانتظار اكتشاف روابط المنتجات,True
EG-138,Dejavu,https://dejavu.shoes/,موضة وأحذية,موضة وأحذية,علامة مباشرة/سلسلة,ظاهر علنًا,نعم,P1,A,نشط,متوسطة,0,0,بانتظار اكتشاف روابط المنتجات,True
EG-139,H&M Egypt,https://eg.hm.com/en,موضة وأحذية,موضة وأحذية,علامة مباشرة/سلسلة,ظاهر علنًا,نعم,P1,A,نشط,متوسطة,0,0,بانتظار اكتشاف روابط المنتجات,True
EG-140,LC Waikiki Egypt,https://www.lcwaikiki.eg/en,موضة وأحذية,موضة وأحذية,علامة مباشرة/سلسلة,ظاهر علنًا,نعم,P1,A,نشط,متوسطة,0,0,بانتظار اكتشاف روابط المنتجات,True
EG-141,Mango Egypt,https://shop.mango.com/eg/en,موضة وأحذية,موضة وأحذية,علامة مباشرة/سلسلة,ظاهر علنًا,نعم,P1,A,نشط,متوسطة,0,0,بانتظار اكتشاف روابط المنتجات,True
EG-142,Massimo Dutti Egypt,https://www.massimodutti.com/eg/en,موضة وأحذية,موضة وأحذية,علامة مباشرة/سلسلة,ظاهر علنًا,نعم,P1,A,نشط,متوسطة,0,0,بانتظار اكتشاف روابط المنتجات,True
EG-143,Max Fashion Egypt,https://www.maxfashion.com/eg/en,موضة وأحذية,موضة وأحذية,علامة مباشرة/سلسلة,ظاهر علنًا,نعم,P1,A,نشط,متوسطة,0,0,بانتظار اكتشاف روابط المنتجات,True
EG-144,Mobaco Cottons,https://mobaco.com/,موضة وأحذية,موضة وأحذية,علامة مباشرة/سلسلة,ظاهر علنًا,نعم,P1,A,نشط,متوسطة,0,0,بانتظار اكتشاف روابط المنتجات,True
EG-145,OYSHO Egypt,https://www.oysho.com/eg/en,موضة وأحذية,موضة وأحذية,علامة مباشرة/سلسلة,ظاهر علنًا,نعم,P1,A,نشط,متوسطة,0,0,بانتظار اكتشاف روابط المنتجات,True
EG-146,Pull&Bear Egypt,https://www.pullandbear.com/eg/en,موضة وأحذية,موضة وأحذية,علامة مباشرة/سلسلة,ظاهر علنًا,نعم,P1,A,نشط,متوسطة,0,0,بانتظار اكتشاف روابط المنتجات,True
EG-147,Ravin,https://shop.iravin.com/,موضة وأحذية,موضة وأحذية,علامة مباشرة/سلسلة,ظاهر علنًا,نعم,P1,A,نشط,متوسطة,0,0,بانتظار اكتشاف روابط المنتجات,True
EG-148,Stradivarius Egypt,https://www.stradivarius.com/eg,موضة وأحذية,موضة وأحذية,علامة مباشرة/سلسلة,ظاهر علنًا,نعم,P1,A,نشط,متوسطة,0,0,بانتظار اكتشاف روابط المنتجات,True
EG-149,Town Team,https://townteam.com/,موضة وأحذية,موضة وأحذية,علامة مباشرة/سلسلة,ظاهر علنًا,نعم,P1,A,نشط,متوسطة,0,0,بانتظار اكتشاف روابط المنتجات,True
EG-150,Zara Egypt,https://www.zara.com/eg/en,موضة وأحذية,موضة وأحذية,علامة مباشرة/سلسلة,ظاهر علنًا,نعم,P1,A,نشط,متوسطة,0,0,بانتظار اكتشاف روابط المنتجات,True
EG-151,Distingo Music Stores,https://distingomusicstores.com/,الآلات الموسيقية,الآلات الموسيقية,سلسلة متخصصة,ظاهر/جزئي,نعم/جزئي,P2,B,نشط,مرتفعة,0,0,بانتظار اكتشاف روابط المنتجات,True
EG-152,CHIC HOMZ,https://chichomz.com/,الأثاث والمنزل,الأثاث والمنزل,متجر متخصص,ظاهر علنًا,نعم,P2,A,نشط,متوسطة,0,0,بانتظار اكتشاف روابط المنتجات,True
EG-153,Efreshli,https://efreshli.com/,الأثاث والمنزل,الأثاث والمنزل,سوق تصميم ومتجر,ظاهر/جزئي,نعم,P2,B,نشط,متوسطة,0,0,بانتظار اكتشاف روابط المنتجات,True
EG-154,ElMalek Furniture,https://elmalek.com.eg/,الأثاث والمنزل,الأثاث والمنزل,متجر متخصص,كتالوج/سعر غير مكتمل التحقق,نعم/جزئي,P2,B,نشط,مرتفعة,0,0,بانتظار اكتشاف روابط المنتجات,True
EG-155,IN-HOUSE Furniture,https://inhouse.furniture/,الأثاث والمنزل,الأثاث والمنزل,سلسلة متخصصة,كتالوج/سعر غير مكتمل التحقق,نعم,P2,B,نشط,متوسطة,0,0,بانتظار اكتشاف روابط المنتجات,True
EG-156,Inhabit Furniture,https://www.inhabiteg.com/,الأثاث والمنزل,الأثاث والمنزل,علامة مباشرة,كتالوج/سعر غير مكتمل التحقق,نعم/جزئي,P2,B,نشط,مرتفعة,0,0,بانتظار اكتشاف روابط المنتجات,True
EG-157,Tavolo Furniture,https://tavolofurniture.com/,الأثاث والمنزل,الأثاث والمنزل,علامة مباشرة,ظاهر علنًا,نعم,P2,A,نشط,متوسطة,0,0,بانتظار اكتشاف روابط المنتجات,True
EG-158,Wasilaah,https://www.wasilaah.com/,الأثاث والمنزل,الأثاث والمنزل,متجر متخصص,ظاهر علنًا,نعم,P2,A,نشط,متوسطة,0,0,بانتظار اكتشاف روابط المنتجات,True
EG-159,Al Riyada Store,https://alreyadastore.com/en,الأجهزة المنزلية,الأجهزة المنزلية,متجر متخصص,ظاهر علنًا,نعم,P2,A,نشط,متوسطة,0,0,بانتظار اكتشاف روابط المنتجات,True
EG-160,Amara Online Store,https://amaraonlinestore.com/?lang=en,الأجهزة المنزلية,الأجهزة المنزلية,متجر متخصص,ظاهر علنًا,نعم,P2,A,نشط,متوسطة,0,0,بانتظار اكتشاف روابط المنتجات,True
EG-161,Ariston Egypt Appliances,https://www.aristonchannel.com/eg-en,الأجهزة المنزلية,الأجهزة المنزلية,كتالوج علامة مباشرة,كتالوج فقط,لا,P2,C,نشط/كتالوج فقط,مرتفعة,0,0,بانتظار اكتشاف روابط المنتجات,False
EG-162,Azmy Co,https://azmyco.com/home?change_lang=2,الأجهزة المنزلية,الأجهزة المنزلية,سلسلة متخصصة,ظاهر علنًا,نعم,P2,A,نشط,متوسطة,0,0,بانتظار اكتشاف روابط المنتجات,True
EG-163,Beko Egypt,https://www.beko.com/eg-en,الأجهزة المنزلية,الأجهزة المنزلية,كتالوج علامة مباشرة,كتالوج فقط,لا,P2,C,نشط/كتالوج فقط,مرتفعة,0,0,بانتظار اكتشاف روابط المنتجات,False
EG-164,ELBEHERY STORES,https://elbeherystores.co/,الأجهزة المنزلية,الأجهزة المنزلية,متجر متخصص,ظاهر علنًا,نعم,P2,A,نشط,متوسطة,0,0,بانتظار اكتشاف روابط المنتجات,True
EG-165,Haier Egypt,https://www.haier.com/eg,الأجهزة المنزلية,الأجهزة المنزلية,كتالوج علامة مباشرة,كتالوج فقط,لا,P2,C,نشط/كتالوج فقط,مرتفعة,0,0,بانتظار اكتشاف روابط المنتجات,False
EG-166,Kaufen Egypt,https://kaufenegypt.com/,الأجهزة المنزلية,الأجهزة المنزلية,متجر متخصص,ظاهر علنًا,نعم,P2,A,نشط,متوسطة,0,0,بانتظار اكتشاف روابط المنتجات,True
EG-167,Moulinex Egypt,https://www.moulinex.com.eg/,الأجهزة المنزلية,الأجهزة المنزلية,كتالوج علامة مباشرة,كتالوج فقط,لا,P2,C,نشط/كتالوج فقط,مرتفعة,0,0,بانتظار اكتشاف روابط المنتجات,False
EG-168,Tefal Egypt,https://www.tefal.com.eg/,الأجهزة المنزلية,الأجهزة المنزلية,كتالوج علامة مباشرة,كتالوج فقط,لا,P2,C,نشط/كتالوج فقط,مرتفعة,0,0,بانتظار اكتشاف روابط المنتجات,False
EG-169,Universal Group,https://www.universalgroup.org/,الأجهزة المنزلية,الأجهزة المنزلية,كتالوج علامة مباشرة,كتالوج فقط,لا,P2,C,نشط/كتالوج فقط,مرتفعة,0,0,بانتظار اكتشاف روابط المنتجات,False
EG-170,Dubizzle Egypt,https://www.dubizzle.com.eg/en,الإعلانات المبوبة والمستعمل,الإعلانات المبوبة والمستعمل,منصة C2C وإعلانات,ظاهر حسب الإعلان,تواصل مع البائع,P2,A,نشط,مرتفعة,0,0,بانتظار اكتشاف روابط المنتجات,True
EG-171,OpenSooq Egypt,https://eg.opensooq.com/en,الإعلانات المبوبة والمستعمل,الإعلانات المبوبة والمستعمل,منصة C2C وإعلانات,ظاهر حسب الإعلان,تواصل مع البائع,P2,A,نشط,مرتفعة,0,0,بانتظار اكتشاف روابط المنتجات,True
EG-172,Hobby Corner Egypt,https://www.hobbycorneregypt.com/,الألعاب والهوايات,الألعاب والهوايات,متجر متخصص,كتالوج/سعر غير مكتمل التحقق,نعم/جزئي,P2,B,نشط,مرتفعة,29,29,مربوط بمنتجات,True
EG-173,Arion Egypt,https://buyarion.com/eg,الإلكترونيات والأجهزة,الإلكترونيات والأجهزة,علامة مباشرة,ظاهر علنًا,نعم,P2,A,نشط,متوسطة,0,0,بانتظار اكتشاف روابط المنتجات,True
EG-174,Philips Egypt,https://www.philips.com.eg/,الإلكترونيات والأجهزة,الإلكترونيات والأجهزة,كتالوج علامة مباشرة,كتالوج فقط,لا,P2,C,نشط/كتالوج فقط,مرتفعة,0,0,بانتظار اكتشاف روابط المنتجات,False
EG-175,Kazyon,https://www.facebook.com/kazyonegypt,البقالة والهايبرماركت,البقالة والهايبرماركت,سلسلة خصومات / هايبرماركت/سلسلة,كتالوج فقط,غير واضح,P2,C,نشط,مرتفعة,0,0,بانتظار اكتشاف روابط المنتجات,True
EG-176,Jazeera Paints Egypt,https://jazeerapaints.com/eg_en,التشطيب ومواد البناء,التشطيب ومواد البناء,علامة مباشرة/تطبيق,تطبيق/سعر غير ظاهر بالكامل على الويب,عبر التطبيق/جزئي,P2,B,نشط,مرتفعة,0,0,بانتظار اكتشاف روابط المنتجات,True
EG-177,Khamato,https://khamato.com/?locale=en,التشطيب ومواد البناء,التشطيب ومواد البناء,متجر متخصص,ظاهر/جزئي,نعم,P2,B,نشط,متوسطة,0,0,بانتظار اكتشاف روابط المنتجات,True
EG-178,Avon Egypt,https://www.avon.com.eg/eg-home,الجمال والعناية,الجمال والعناية,علامة مباشرة/بيع شبكي,كتالوج فقط,نعم,P2,C,نشط,مرتفعة,0,0,بانتظار اكتشاف روابط المنتجات,True
EG-179,Braes,https://braes.co/,الجمال والعناية,الجمال والعناية,علامة مباشرة,ظاهر علنًا,نعم,P2,A,نشط,متوسطة,0,0,بانتظار اكتشاف روابط المنتجات,True
EG-180,Oriflame Egypt,https://eg.oriflame.com/,الجمال والعناية,الجمال والعناية,علامة مباشرة/بيع شبكي,يتطلب موقعًا/دخولًا,عبر عضو/حساب,P2,C,نشط,مرتفعة,0,0,بانتظار اكتشاف روابط المنتجات,True
EG-181,Amin Pet Shop,https://aminpetshop.com/,الحيوانات الأليفة,الحيوانات الأليفة,متجر متخصص,ظاهر علنًا,نعم,P2,A,نشط,متوسطة,0,0,بانتظار اكتشاف روابط المنتجات,True
EG-182,Fish Square,https://fish-square.com/,الحيوانات الأليفة,الحيوانات الأليفة,متجر متخصص,ظاهر علنًا,نعم,P2,A,نشط,متوسطة,0,0,بانتظار اكتشاف روابط المنتجات,True
EG-183,Happet,https://happet.net/en,الحيوانات الأليفة,الحيوانات الأليفة,متجر متخصص,ظاهر علنًا,نعم,P2,A,نشط,متوسطة,0,0,بانتظار اكتشاف روابط المنتجات,True
EG-184,OurPetZone,https://ourpetzone.com/,الحيوانات الأليفة,الحيوانات الأليفة,متجر متخصص,ظاهر علنًا,نعم,P2,A,نشط,متوسطة,0,0,بانتظار اكتشاف روابط المنتجات,True
EG-185,Petfast,https://petfast.shop/,الحيوانات الأليفة,الحيوانات الأليفة,متجر متخصص,ظاهر/جزئي,نعم,P2,B,نشط,متوسطة,0,0,بانتظار اكتشاف روابط المنتجات,True
EG-186,Pets Home,https://petshome.com.eg/,الحيوانات الأليفة,الحيوانات الأليفة,متجر متخصص,ظاهر علنًا,نعم,P2,A,نشط,متوسطة,0,0,بانتظار اكتشاف روابط المنتجات,True
EG-187,Pets Land Egypt,https://petsland-egy.com/,الحيوانات الأليفة,الحيوانات الأليفة,متجر متخصص,ظاهر علنًا,نعم,P2,A,نشط,متوسطة,0,0,بانتظار اكتشاف روابط المنتجات,True
EG-188,Petszone Egypt,https://petszone-eg.com/,الحيوانات الأليفة,الحيوانات الأليفة,متجر متخصص,ظاهر علنًا,نعم,P2,A,نشط,متوسطة,0,0,بانتظار اكتشاف روابط المنتجات,True
EG-189,PetYard Stores,https://petyardstores.com/,الحيوانات الأليفة,الحيوانات الأليفة,متجر يقوده التطبيق,أسعار داخل التطبيق,عبر التطبيق,P2,B,نشط,مرتفعة,0,0,بانتظار اكتشاف روابط المنتجات,True
EG-190,RusPuppy Egypt,https://ruspuppy-egy.com/,الحيوانات الأليفة,الحيوانات الأليفة,متجر متخصص,ظاهر علنًا,نعم,P2,A,نشط,متوسطة,0,0,بانتظار اكتشاف روابط المنتجات,True
EG-191,Varmacy,https://www.varmacy.net/,الحيوانات الأليفة,الحيوانات الأليفة,صيدلية/متجر متخصص,ظاهر علنًا,نعم,P2,A,نشط,متوسطة,0,0,بانتظار اكتشاف روابط المنتجات,True
EG-192,Whiskers,https://whiskers.shop/,الحيوانات الأليفة,الحيوانات الأليفة,متجر متخصص,ظاهر علنًا,نعم,P2,A,نشط,متوسطة,0,0,بانتظار اكتشاف روابط المنتجات,True
EG-193,Zima Pets Center,https://zimapets.com/,الحيوانات الأليفة,الحيوانات الأليفة,متجر متخصص,ظاهر علنًا,نعم,P2,A,نشط,متوسطة,0,0,بانتظار اكتشاف روابط المنتجات,True
EG-194,SevenGear,https://sevengear.net/,الدراجات والرياضة,الدراجات والرياضة,متجر متخصص,ظاهر علنًا,نعم,P2,A,نشط,متوسطة,0,0,بانتظار اكتشاف روابط المنتجات,True
EG-195,AutoCycle,https://www.autocycle.com.eg/,السيارات وقطع الغيار,السيارات وقطع الغيار,سوق إلكتروني متخصص,ظاهر علنًا,نعم,P2,A,نشط,متوسطة,0,0,بانتظار اكتشاف روابط المنتجات,True
EG-196,Bans Auto Store,https://bansautostore.com/,السيارات وقطع الغيار,السيارات وقطع الغيار,متجر متخصص,ظاهر علنًا,نعم,P2,A,نشط,متوسطة,0,0,بانتظار اكتشاف روابط المنتجات,True
EG-197,Make Over Egypt,https://www.makeovereg.com/,السيارات وقطع الغيار,السيارات وقطع الغيار,متجر متخصص,ظاهر علنًا,نعم,P2,A,نشط,متوسطة,0,0,بانتظار اكتشاف روابط المنتجات,True
EG-198,Sa3dawy Store,https://sa3dawystore.com/,السيارات وقطع الغيار,السيارات وقطع الغيار,متجر متخصص,ظاهر علنًا,نعم,P2,A,نشط,متوسطة,0,0,بانتظار اكتشاف روابط المنتجات,True
EG-199,Al-Balsam Bookstore,https://global.al-balsam.com/,الكتب والقرطاسية,الكتب والقرطاسية,ناشر/متجر متخصص,ظاهر علنًا,نعم,P2,A,نشط,متوسطة,0,0,بانتظار اكتشاف روابط المنتجات,True
EG-200,Bayan eShop,https://bayan-eshop.com/,الكتب والقرطاسية,الكتب والقرطاسية,متجر متخصص,ظاهر علنًا,نعم,P2,A,نشط,متوسطة,0,0,بانتظار اكتشاف روابط المنتجات,True
EG-201,Bibliothek,https://bibliothek-eg.com/,الكتب والقرطاسية,الكتب والقرطاسية,متجر متخصص,ظاهر علنًا,نعم,P2,A,نشط,متوسطة,0,0,بانتظار اكتشاف روابط المنتجات,True
EG-202,BookBuzz,https://bookbuzz.store/,الكتب والقرطاسية,الكتب والقرطاسية,متجر متخصص,ظاهر علنًا,نعم,P2,A,نشط,متوسطة,0,0,بانتظار اكتشاف روابط المنتجات,True
EG-203,Bookworm Egypt,https://www.bookwormegy.com/,الكتب والقرطاسية,الكتب والقرطاسية,متجر متخصص,ظاهر علنًا,نعم,P2,A,نشط,متوسطة,0,0,بانتظار اكتشاف روابط المنتجات,True
EG-204,BZOOR,https://bzoorstore.com/,الكتب والقرطاسية,الكتب والقرطاسية,متجر متخصص,ظاهر علنًا,نعم,P2,A,نشط,متوسطة,0,0,بانتظار اكتشاف روابط المنتجات,True
EG-205,El Sheemy Art Shop,https://elsheemy-artshop.com/,الكتب والقرطاسية,الكتب والقرطاسية,متجر متخصص,كتالوج/سعر غير مكتمل التحقق,نعم/جزئي,P2,B,نشط,مرتفعة,0,0,بانتظار اكتشاف روابط المنتجات,True
EG-206,Kalimat Store,https://www.kalimatstore.com/,الكتب والقرطاسية,الكتب والقرطاسية,متجر متخصص,ظاهر علنًا,نعم,P2,A,نشط,متوسطة,0,0,بانتظار اكتشاف روابط المنتجات,True
EG-207,Kassem Store,https://kassemstore.com/,الكتب والقرطاسية,الكتب والقرطاسية,متجر متخصص,ظاهر علنًا,نعم,P2,A,نشط,متوسطة,0,0,بانتظار اكتشاف روابط المنتجات,True
EG-208,Kotobna,https://kotobna.net/en/printed/20,الكتب والقرطاسية,الكتب والقرطاسية,منصة نشر ومتجر,ظاهر علنًا,نعم,P2,A,نشط,متوسطة,0,0,بانتظار اكتشاف روابط المنتجات,True
EG-209,POP ART Egypt,https://popartegypt.com/,الكتب والقرطاسية,الكتب والقرطاسية,متجر متخصص,ظاهر علنًا,نعم,P2,A,نشط,متوسطة,0,0,بانتظار اكتشاف روابط المنتجات,True
EG-210,Azza Fahmy Jewellery Egypt,https://eg.azzafahmy.com/,المجوهرات والساعات,المجوهرات والساعات,علامة مباشرة/سلسلة,ظاهر علنًا,نعم,P2,A,نشط,متوسطة,0,0,بانتظار اكتشاف روابط المنتجات,True
EG-211,i-Watch,https://www.iwatchstores.com/,المجوهرات والساعات,المجوهرات والساعات,سلسلة متخصصة,ظاهر؛ قد يتغير حسب إعداد العملة,نعم,P2,B,نشط,متوسطة,0,0,بانتظار اكتشاف روابط المنتجات,True
EG-212,L'azurde Egypt,https://www.lazurde.com/en-eg,المجوهرات والساعات,المجوهرات والساعات,علامة مباشرة/سلسلة,ظاهر علنًا,نعم,P2,A,نشط,متوسطة,0,0,بانتظار اكتشاف روابط المنتجات,True
EG-213,MAGRABi Egypt,https://www.magrabi.com/eg-en,النظارات والبصريات,النظارات والبصريات,سلسلة متخصصة,ظاهر/جزئي,نعم,P2,A,نشط,متوسطة,0,0,بانتظار اكتشاف روابط المنتجات,True
EG-214,Floward Egypt,https://floward.com/en-eg/cairo,الهدايا والزهور,الهدايا والزهور,متجر إلكتروني/توصيل,ظاهر بعد اختيار المدينة,نعم,P2,A,نشط,مرتفعة,0,0,بانتظار اكتشاف روابط المنتجات,True
EG-215,Safktna,https://www.safktna.com/en,سوق إلكتروني عام,سوق إلكتروني عام,متجر/سوق إلكتروني,ظاهر علنًا,نعم,P2,A,نشط,متوسطة,0,0,بانتظار اكتشاف روابط المنتجات,True
EG-216,Alwan Stationery,https://alwan.com.eg/,الكتب والقرطاسية,الكتب والقرطاسية,سلسلة متخصصة,غير ظاهر/غير مؤكد,غير مؤكد,مراقبة,B,نشط,مرتفعة,0,0,بانتظار اكتشاف روابط المنتجات,True
